pl_name,hostname,pl_insol,pl_rade,pl_orbsmax,pl_masse,pl_eqt,habitability_score
HD 219134 b,HD 219134,0.0039202607921426,0.0556285975189334,0.0070488836856291,0.0007458694145638,0.2191921790583998,0.9511838832723882
HD 219134 c,HD 219134,0.0013790478754491,0.0517110906514029,0.0129559684035513,0.0006851776848991,0.1592487779778749,0.9613385639004983
HD 219134 d,HD 219134,0.0001010917215501,0.055972993727068,0.0511717350225132,0.0025714127568476,0.0636737844095703,0.9707939003367116
HD 219134 f,HD 219134,0.0002716937455805,0.0430581359220223,0.0309843731568181,0.0011547400144104,0.0925135065603293,0.9719475465932069
HD 22946 d,HD 22946,0.0004093557704542,0.0988933711658365,0.0642590214359958,0.0042324495687244,0.0985335734499614,0.953101422402566
HD 23472 b,HD 23472,0.000352317678608,0.0727623088736274,0.0242849289213449,0.0013176493940368,0.0977617700025726,0.9643474392066831
HD 23472 c,HD 23472,0.0001732523687901,0.0671658704914409,0.0350574571936673,0.0005334483607373,0.0782094160020581,0.9678127088746799
HD 23472 d,HD 23472,0.0026017699536828,0.0189504013526037,0.0079881413159845,7.6663237471235e-05,0.1919217905839979,0.9648794533090518
HD 23472 e,HD 23472,0.0010360620830119,0.0218777691217474,0.0135569152286602,0.0001038148007422,0.1440699768458966,0.9712327880847607
HD 23472 f,HD 23472,0.0005817172670562,0.0356105679211126,0.0185870627277198,0.0001118005546455,0.1201440699768459,0.971020165959377
HD 25463 b,HD 25463,0.0102721794936411,0.0994530150040551,0.015337498414168,0.0013463981080885,0.2899408284023668,0.9267609386775044
HD 25463 c,HD 25463,0.0314771647520449,0.0512375458652179,0.0081038792230425,0.0006436517646022,0.3972215075894005,0.9172251196944473
HD 260655 b,HD 260655,0.0009358389618452,0.040044669100845,0.0049500212557117,0.0003306102115947,0.1404682274247491,0.9680767227546327
HD 260655 c,HD 260655,0.0003545448590783,0.0526581802237729,0.0089919450868145,0.0004823395357565,0.10136351942372,0.9705289011569425
HD 3167 b,HD 3167,0.0367444465644727,0.0585559652880771,0.0024193674033087,0.0007826038825188,0.4144584512477489,0.9117704495046419
HD 3167 c,HD 3167,0.0003723623028413,0.1158118348904463,0.0379509048701175,0.0017664487633997,0.1031643941342938,0.9513122932267002
HD 332231 b,HD 332231,0.0021806101267357,0.4050272897252177,0.0303834263317092,0.0123748073003224,0.1834319526627219,0.8650608975380312
HD 42813 b,HD 42813,0.0016596726147158,0.1334621405573421,0.0231275498507648,0.0014422271549276,0.1422691021353228,0.9421949973398893
HD 5278 b,HD 5278,0.0029358470242385,0.0921345955811959,0.0251752205140988,0.001234597553443,0.2006688963210702,0.9432208209871704
HD 6061 b,HD 6061,0.0075483377783772,0.0921345955811959,0.0115537591449639,0.0017137427876382,0.2652431180859274,0.9334172575862749
HD 73583 b,HD 73583,0.0009603379470193,0.1067714344269144,0.0118653612024278,0.0016179137407991,0.1417545665037304,0.9502457361652035
HD 73583 c,HD 73583,0.0002231412113264,0.0895516240201868,0.0260655121068527,0.0015380562017666,0.0861847182917417,0.9617032814367555
HD 80653 b,HD 80653,0.1365221316371008,0.0561021423051184,0.0021188939907543,0.0009023901910676,0.591715976331361,0.8558680610455971
HD 93963 A b,HD 93963 A,0.0645396588347048,0.044780116962695,0.0030626030790734,0.001234597553443,0.4834062258811423,0.8963789594081475
HD 93963 A c,HD 93963 A,0.012107376201227,0.1256271268222811,0.0091343917416551,0.0030553494433848,0.303833290455364,0.9178615028029147
HD 95338 b,HD 95338,0.0001612255942501,0.1541259130454152,0.0567360574772252,0.0067671278576171,0.0571134551067661,0.9458261044751103
HIP 116454 b,HIP 116454,0.0011381961250222,0.0929525365755155,0.0160497316883712,0.0015380562017666,0.1518394648829431,0.9517319028769825
HIP 29442 c,HD 42813,0.008303351957833,0.0546815079465634,0.0081261365128613,0.0007075377958282,0.271160277849241,0.9422104545381713
HIP 29442 d,HD 42813,0.004517145158202,0.052873427853857,0.0134011141999283,0.0008097554457899,0.1947517365577566,0.9547116764962609
HIP 65 A b,HIP 65 A,0.014717631712502,0.9662237951987128,0.0023882071975623,0.1630879075434847,0.3210702341137124,0.6730118243410612
HIP 8152 b,HIP 8152,0.0019759322415085,0.096870043443046,0.0188986647851837,0.001234597553443,0.1780293285310007,0.9463485241979288
HIP 8152 c,HIP 8152,0.0008846138110267,0.0934260813617005,0.0291370181018538,0.0014901416783471,0.1378955492667867,0.952482032980394
HIP 9618 b,HIP 9618,0.0008155712164452,0.1480989794030606,0.0304724554909846,0.001330426600282,0.1342937998456393,0.9392731829383005
HIP 9618 c,HIP 9618,0.000256548918382,0.1305778223142153,0.0578266646783487,0.0029116058731262,0.0833290455364033,0.9484142352730109
K2-100 b,K2-100,0.0426464748109563,0.153695417785247,0.0051214023873169,0.003470608646354,0.4316953949060972,0.8828216319064842
K2-108 b,K2-108,0.0169670839875768,0.2139647542087936,0.0111753852180435,0.0094758955816007,0.3300746076665809,0.8888947774634169
K2-110 b,K2-110,0.0006128977936414,0.0982476282755842,0.0211399738699417,0.0025282896857701,0.1222022125032158,0.954304236393381
K2-111 b,K2-111,0.0109091531081673,0.0650133941906,0.0109973268994927,0.0008800300801385,0.2948289169024955,0.9349738292785486
K2-114 b,K2-114,0.000886840991497,0.4363917541772086,0.0194105824510172,0.1020204175034939,0.1384100848983792,0.8475293546776913
K2-12 b,K2-12,0.0041162526735352,0.0917041003210277,0.0160497316883712,0.0008193383504738,0.2220221250321584,0.9407669395239269
K2-131 b,K2-131,0.0906422139474548,0.0594169558084135,0.0005052404788878,0.0012505690612495,0.5299717005402624,0.8781567039224822
K2-136 b,K2-136,0.0007420742609229,0.0303154762210439,0.0141578620537691,0.0006755947802152,0.114998713660921,0.9733977964559041
K2-136 c,K2-136,0.0002612259973698,0.1158118348904463,0.0247968465871784,0.0028796628575132,0.0789812194494468,0.9560658733305399
K2-136 d,K2-136,0.0001534304626038,0.0540357650563111,0.0326536698932317,0.0004679651787306,0.0661178286596346,0.9731683952731266
K2-140 b,K2-140,0.0045394169629057,0.5705382375518109,0.0135569152286602,0.047197469561367,0.2055569848211988,0.8143748823648563
K2-141 b,K2-141,0.0726020521374484,0.0516680411253861,8.457770131162211e-05,0.0007826038825188,0.4990995626447131,0.890272461134077
K2-141 c,K2-141,0.0008667963672637,0.2880099389577222,0.0136236870981168,0.001266540569056,0.1368664780036017,0.9055918278262272
K2-157 b,K2-157,0.1483261881300679,0.0269145636657152,0.0005631094324168,0.0001708951335296,0.5837406740416774,0.8611219115683516
K2-167 b,K2-167,0.0070561308944252,0.0856771666786731,0.0186760918869952,0.0010269679519584,0.2600977617700026,0.9353762020174126
K2-18 b,K2-18,1.8351967075858363e-05,0.0990225197438869,0.0338333062536307,0.001367161068237,0.0236429122716748,0.9680356647941438
K2-180 b,K2-180,0.0014881797184973,0.0831715180933238,0.0151149255159796,0.0018162515422869,0.145613583740674,0.9550438861399635
K2-182 b,K2-182,0.0032676969143238,0.1024664818252325,0.0101292925965576,0.0031831215058369,0.2073578595317725,0.9406498379788057
K2-199 b,K2-199,0.0025839525099199,0.0611389368490862,0.0069242428626435,0.0010908539831844,0.1929508618471829,0.9540868556747737
K2-199 c,K2-199,0.0008556604649118,0.1093544059879235,0.013156284011921,0.0019692869125423,0.1366092101878055,0.9502038330516742
K2-216 b,K2-216,0.0055193763698691,0.0619999273694226,0.0046539993011211,0.001266540569056,0.2418317468484692,0.94585073517549
K2-222 b,K2-222,0.0021340620549049,0.087829642979514,0.0252642496733742,0.0013783411237015,0.1821456135837406,0.9472784354090112
K2-233 b,K2-233,0.005987084268647,0.0432733835521064,0.0057512836891903,0.0003721361318916,0.2480061744275791,0.9495350470719451
K2-233 c,K2-233,0.0014703622747343,0.0414222539333832,0.0132007985915587,0.0007235093036347,0.1623359917674298,0.9633881473492366
K2-233 d,K2-233,0.0002788207230857,0.0883892868177327,0.0321640095172171,0.0016338852486056,0.0931309493182402,0.9603062116794623
K2-237 b,K2-237,0.0414215255522522,0.6839354443307558,0.0063411018693897,0.0691774107268934,0.4283509133007461,0.7378674519242058
K2-24 b,K2-24,0.0013322770855713,0.2311845646155212,0.0326981844728694,0.0033428365839019,0.1553897607409313,0.9145573258452413
K2-24 c,K2-24,0.0005304921162377,0.3233105502915138,0.053397464004398,0.0043011270522924,0.113969642397736,0.8957177966216916
K2-25 b,K2-25,0.0002166823879624,0.1347536263378467,0.004809800329853,0.0039018393571297,0.0851556470285567,0.9522118937404549
K2-261 b,K2-261,0.0040048936500167,0.3968233669514128,0.0214359958245324,0.0095320738462112,0.2271674813480833,0.8614675536132338
K2-263 b,K2-263,0.0001779294477779,0.0904126145405232,0.0556899648557393,0.002368574607705,0.0789812194494468,0.9594535732060039
K2-266 d,K2-266,0.0003066604789654,0.112798368069269,0.0214582531143512,0.0014102841393145,0.0965526112683303,0.9547976360094454
K2-266 e,K2-266,0.0002093549642148,0.1041884628659052,0.0262213131355847,0.0022727455608659,0.0841523025469513,0.9581905519864848
K2-27 b,K2-27,0.0025794981489791,0.1795251333953385,0.0133387937884355,0.0049240158567461,0.1901209158734242,0.9235080472752653
K2-285 b,K2-285,0.0052144753634752,0.0981615292235506,0.0069175656756979,0.0015348619002053,0.2382042706457422,0.9371659055405976
K2-285 c,K2-285,0.0011173541701805,0.1386280836793604,0.0167619649625743,0.0024931523685957,0.1488037046565474,0.940512390160647
K2-285 d,K2-285,0.0005440779171069,0.0934260813617005,0.0246410455584465,0.0010269679519584,0.1175456650373038,0.9561789083826109
K2-285 e,K2-285,0.0002298227527376,0.0706098325727864,0.0385763347140272,0.0016977712798317,0.0869307949575508,0.9650417880599804
K2-292 b,K2-292,0.0014881797184973,0.0998835102642233,0.0273564349163459,0.0039018393571297,0.1625932595832261,0.9466776682178505
