pl_insol,pl_rade,pl_orbsmax,pl_masse,pl_eqt
38.0,10.60369574,0.04041,130.94530368,2.7019607843137257
35.0,9.7,0.04,135.0,2.6627450980392156
817.0,14.70618268,0.04856,155.10026262,5.8352941176470585
9.6,11.30986153,0.332,419.53349724,1.7294117647058824
12.92,9.75,0.0712,112.0,2.070588235294118
1712.0,17.14974047,0.03935,285.72773789,7.015686274509804
4745.0,1.425,0.0106,2.0,9.058823529411764
4709.0,1.397,0.01064,2.02,9.094117647058823
67.5,2.865,0.0889,5.93,3.145098039215686
68.2,2.91,0.0884,5.39,3.1372549019607843
21.4,2.82,0.158,13.2,2.3450980392156864
21.2,2.615,0.1587,13.33,2.3529411764705883
4.96,2.55,0.328,12.6,1.6274509803921569
4.89,2.517,0.33,12.4,1.6313725490196078
137.0,10.78,0.0272,624.0,3.6823529411764704
77.0,10.42,0.0272,588.0,3.2823529411764705
1423.0,11.43318,0.02734,464.98529,6.7215686274509805
50.3,10.3,0.03379,124.0,2.9098039215686273
41.7,1.09,0.018288,4.3,2.776470588235294
41.5,1.03,0.010777,4.0,2.772549019607843
940.0,13.67495645,0.055,371.85923619,7.411764705882353
43.0,11.92,0.02949,254.0,2.8
716.0,6.41,0.069,78.5,5.643137254901961
570.0,2.64,0.0763,12.5,5.333333333333333
285.0,2.82,0.1079,9.3,4.482352941176471
1150.0,14.3474953,0.036,333.71982735,6.862745098039215
1286.0,18.97680433,0.0678,138.25535705,6.533333333333333
602.0,9.2362001,0.0708,96.30200732,5.443137254901961
14.28,11.59,0.0761,2493.0,2.1215686274509804
9.97,10.89,0.05763,3179.0,1.9411764705882353
51.3,11.29,0.02292,331.0,2.9215686274509802
65.0,2.378,0.01944,8.71,3.1137254901960785
49.1,2.27,0.0295,4.45,2.6431372549019607
22.3,2.26,0.0437,3.65,2.168627450980392
12.9,1.92,0.0576,5.2,1.8901960784313725
817.0,5.09,0.0633,61.0,5.854901960784313
388.2,2.6,0.047,9.8,4.8431372549019605
38.4,5.25,0.025,23.6,2.4901960784313726
5.54,9.5836785,0.02604,53.39517238,1.6388235294117646
20.6,13.2,0.02603,224.0,2.3254901960784315
207.1,1.992,0.0618,5.72,4.140392156862745
14.0,1.36,0.0208,2.47,2.1294117647058823
11.5,1.85,0.0652,4.0,2.015686274509804
4.9,2.02,0.1,5.3,1.6274509803921569
5.91,2.734,0.0578,19.1,1.7058823529411764
36.9,2.94,0.0903,7.6,2.6901960784313728
8.03,2.62,0.193,23.5,1.8392156862745097
412.0,2.926,0.02177,18.467,4.913725490196079
78.838,1.704,0.0422,4.53,3.4156862745098038
26.707,2.587,0.075,9.6,2.607843137254902
164.0,9.16894621,0.0888,120.45696625,3.9031372549019605
908.9,14.06727078,0.04435,349.6112477,5.996078431372549
337.0,13.125739,0.04666,211.99261,4.674509803921569
80.884,3.186,0.041657,16.137,5.1647058823529415
1393.0,9.550068,0.04963,55.30242,5.984313725490196
188.0,2.765,0.02636,9.1,3.6901960784313728
4.25,1.086,0.01111,0.85,1.5690196078431373
2.27,1.056,0.01521,1.38,1.34078431372549
1.143,0.772,0.02144,0.41,1.1294117647058823
0.662,0.918,0.02817,0.62,0.9854901960784315
0.382,1.045,0.0371,0.68,0.8588235294117647
0.258,1.127,0.0451,1.34,0.7788235294117647
1293.0,14.90794433,0.041,197.68926915,6.552941176470588
663.0,13.67495645,0.065,203.41018048,5.545098039215686
58.5,10.09929161,0.0674,136.0305582,2.6745098039215685
791.0,1.841,0.01833,6.26,5.211764705882353
1966.0,15.24421375,0.024,314.96795134,7.2745098039215685
460.0,12.66617,0.055,98.5273,5.0588235294117645
1400.0,17.37395,0.048,123.9537,6.666666666666667
162.0,10.76062147,0.044,198.96058278,3.8980392156862744
771.0,13.45077684,0.043,276.8285425,5.756862745098039
150.0,5.71659,0.0453,40.68224,3.803921568627451
990.0,12.811887,0.0673,791.3967,6.105882352941176
1200.0,13.473218,0.0266,594.3421,6.423529411764706
440.0,7.06167,0.0641,32.10083,4.980392156862745
680.0,12.285064,0.0337,508.528,5.576470588235294
1920.0,14.403565,0.02508,1102.8701,7.223529411764706
901.9,16.10730527,0.05503,104.88337431,5.992156862745098
5550.0,21.74546,0.0545,448.1403,9.419607843137255
5805.0,13.89913607,0.02024,3241.8497514,9.525490196078431
1278.0,14.81827249,0.072,458.6263913,6.533333333333333
3320.0,15.86070769,0.01652,366.77398168,8.286274509803922
413.0,16.40994774,0.0676,44.17814857,4.91764705882353
1365.0,15.47960235,0.047,373.13054982,6.63921568627451
890.0,10.31226224,0.063,33.05415433,5.968627450980392
1276.0,14.44837612,0.065,403.32424848,6.529411764705882
492.0,12.116929,0.03144,295.89973,5.141176470588236
533.0,12.3299,0.03453,276.5121,5.243137254901961
294.0,10.603714,0.03963,306.38812,4.52156862745098
4104.0,20.78145022,0.033,284.13859586,8.737254901960783
4130.0,20.68056939,0.03304,289.22385037,8.749019607843136
1440.0,13.78704626,0.02335,529.81995447,6.7254901960784315
0.181,10.4,0.0204,4386.054,0.6392156862745098
233.9,1.24,0.01,2.53,3.9058823529411764
64.7,2.043,0.05712,6.27,3.0941176470588236
1540.0,15.389957,0.04421,225.34147,6.8352941176470585
309.0,2.042,0.06839,4.82,4.587450980392156
