pl_name,hostname,pl_letter,hd_name,hip_name,tic_id,gaia_id,default_flag,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,disc_refname,disc_pubdate,disc_locale,disc_facility,disc_telescope,disc_instrument,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_cmasse,pl_cmasseerr1,pl_cmasseerr2,pl_cmasselim,pl_cmassj,pl_cmassjerr1,pl_cmassjerr2,pl_cmassjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tsystemref,ttv_flag,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,sy_refname,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_pm,sy_pmerr1,sy_pmerr2,sy_pmra,sy_pmraerr1,sy_pmraerr2,sy_pmdec,sy_pmdecerr1,sy_pmdecerr2,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_umag,sy_umagerr1,sy_umagerr2,sy_gmag,sy_gmagerr1,sy_gmagerr2,sy_rmag,sy_rmagerr1,sy_rmagerr2,sy_imag,sy_imagerr1,sy_imagerr2,sy_zmag,sy_zmagerr1,sy_zmagerr2,sy_w1mag,sy_w1magerr1,sy_w1magerr2,sy_w2mag,sy_w2magerr1,sy_w2magerr2,sy_w3mag,sy_w3magerr1,sy_w3magerr2,sy_w4mag,sy_w4magerr1,sy_w4magerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_icmag,sy_icmagerr1,sy_icmagerr2,sy_tmag,sy_tmagerr1,sy_tmagerr2,sy_kepmag,sy_kepmagerr1,sy_kepmagerr2,rowupdate,pl_pubdate,releasedate,pl_nnotes,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,pl_ndispec,radius_score,flux_score,habitability_score
Kepler-296 e,Kepler-296,e,,,TIC 243271945,Gaia DR2 2132069633148965888,0,2,5,0,0,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Kepler Project Candidate (q1_q16_koi),0.0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,34.14189,0.0002635,-0.0002635,0.0,0.1492,,,0.0,1.08,0.18,-0.17,0.0,0.09635131,0.01605855,-0.01516641,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.84,0.39,-0.29,0.0,244.0,,,0.0,89.95,,,0.0,2454969.03898,0.00638,-0.00638,0.0,BJD,0.0,0.4093,0.0754,-0.4093,0.0,0.08522,0.00737,-0.00737,0.0,3.011,0.223,-0.223,0.0,81.6,35.3,-35.3,0.0,0.026852,0.001189,-0.001832,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,3517.0,70.0,-57.0,0.0,0.37,0.06,-0.06,0.0,0.38,0.06,-0.06,0.0,-0.07,0.11,-0.11,0.0,[Fe/H],,,,,4.881,0.098,-0.098,0.0,,,,0.0,8.80829,3.81403,-3.27049,0.0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h06m09.61s,286.5400278,+49d26m14.14s,49.4372614,18.01445,79.90117,70.90355,304.45792,11.640282,2.197829,-2.197829,1.8396,2.1974,-2.1974,-11.494,2.19784,-2.19784,,,,,,,18.589,0.165,-0.165,16.363,1.133,-1.133,13.391,0.027,-0.027,12.807,0.032,-0.032,12.6,0.028,-0.028,,,,,,,,,,,,,,,,12.439,0.022,-0.022,12.332,0.022,-0.022,12.15,0.207,-0.207,9.453,,,15.9015,0.003522,-0.003522,,,,14.9169,0.007,-0.007,15.921,,,2014-11-21,2014-12-18,2014-11-21,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08000000000000007,0.16000000000000003,0.2400000000000001
Kepler-1649 c,Kepler-1649,c,,,TIC 137558813,Gaia DR2 2125699062780742016,1,1,2,0,0,Transit,2020,<a refstr=VANDERBURG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...893L..27V/abstract target=ref>Vanderburg et al. 2020</a>,2020-04,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=VANDERBURG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...893L..27V/abstract target=ref>Vanderburg et al. 2020</a>,19.53527,0.0001,-0.0001,0.0,,,,,1.06,0.15,-0.1,0.0,0.09456687,0.0133821,-0.0089214,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,0.032,-0.302,0.0,234.0,20.0,-20.0,0.0,89.339,0.056,-0.056,0.0,2455410.9777,0.0033,-0.0033,0.0,BJD,0.0,0.875,0.074,-0.074,0.0,,,,,1.07,0.15,-0.21,0.0,76.8,1.6,-1.6,0.0,0.042,0.0055,-0.0038,0.0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=VANDERBURG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...893L..27V/abstract target=ref>Vanderburg et al. 2020</a>,,3240.0,61.0,-61.0,0.0,0.2317,0.0049,-0.0049,0.0,0.1977,0.0051,-0.0051,0.0,-0.15,0.11,-0.11,0.0,[M/H],-2.28735,0.01652,-0.01717,0.0,5.004,0.021,-0.021,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h30m00.71s,292.5029676,+41d49m47.98s,41.8299933,11.12886,74.45609,62.33981,307.89861,168.2260947,0.1219231,-0.1219231,-135.842,0.112056,-0.112056,-99.2319,0.138534,-0.138534,92.1913,0.5489,-0.5425,10.8187,0.063723,-0.063723,,,,17.95,0.2,-0.2,13.379,0.023,-0.023,12.852,0.02,-0.02,12.589,0.026,-0.026,,,,,,,,,,,,,,,,12.461,0.024,-0.024,12.227,0.023,-0.023,12.085,0.23,-0.23,9.047,,,16.2682,0.001018,-0.001018,,,,14.9673,0.0075269,-0.0075269,17.131,,,2020-04-16,2020-04,2020-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06000000000000005,0.25,0.31000000000000005
TRAPPIST-1 d,TRAPPIST-1,d,,,TIC 278892590,Gaia DR2 2635476908753563008,1,1,7,0,0,Transit,2016,<a refstr=GILLON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.533..221G/abstract target=ref>Gillon et al. 2016</a>,2016-05,Ground,La Silla Observatory,0.60 m Transiting Planets and Planetesimals Small Telescope,TRAPPISTCAM,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,4.049219,2.6e-05,-2.6e-05,0.0,0.02227,0.00019,-0.00019,0.0,0.788,0.011,-0.01,0.0,0.07030077,0.00098136,-0.00089214,0.0,0.388,0.012,-0.012,0.0,0.00122078,3.776e-05,-3.776e-05,0.0,,,,,,,,,,,,,,,,,0.388,0.012,-0.012,0.0,0.00122078,3.776e-05,-3.776e-05,0.0,Mass,4.366784,0.154381,-0.165408,0.0,,,,,1.115,0.043,-0.043,0.0,,,,,89.896,0.077,-0.077,0.0,,,,,,1.0,0.063,0.063,-0.043,0.0,0.3676,0.0063,-0.0063,0.0,0.8145,0.004,-0.004,0.0,40.216,0.182,-0.299,0.0,0.06063,0.00052,-0.00052,0.0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,,2566.0,26.0,-26.0,0.0,0.1192,0.0013,-0.0013,0.0,0.0898,0.0023,-0.0023,0.0,,,,,,-3.25727,0.01467,-0.01518,0.0,5.2396,0.0056,-0.0073,0.0,,,,,75.05,1.02,-1.66,0.0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,-56.64891,69.71519,0.62982,345.73298,1026.5792712,8.0,-8.0,901.0,8.0,-8.0,-492.0,8.0,-8.0,,,,,,,,,,17.02,0.2,-0.2,11.354,0.022,-0.022,10.718,0.021,-0.021,10.296,0.023,-0.023,23.3056,0.803622,-0.803622,19.6235,0.0155229,-0.0155229,17.9963,0.007352,-0.007352,15.0923,0.004339,-0.004339,13.4342,0.0040633,-0.0040633,,,,,,,,,,,,,15.6451,0.001448,-0.001448,,,,13.8529,0.0112926,-0.0112926,12.917,,,2022-11-14,2021-02,2022-11-14,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21199999999999997,0.11499999999999999,0.32699999999999996
TOI-700 d,TOI-700,d,,,TIC 150428135,Gaia DR2 5284517766615492736,0,1,4,0,0,Transit,2020,<a refstr=GILBERT_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..116G/abstract target=ref>Gilbert et al. 2020</a>,2020-09,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=GILBERT_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..116G/abstract target=ref>Gilbert et al. 2020</a>,37.426,0.0007,-0.001,0.0,0.163,0.015,-0.015,0.0,1.19,0.11,-0.11,0.0,0.10616469,0.00981354,-0.00981354,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032,0.054,-0.023,0.0,0.86,0.19,-0.15,0.0,,,,,89.73,0.15,-0.12,0.0,2458330.4737,0.0035,-0.004,0.0,BJD,0.0,0.4,0.15,-0.22,0.0,,,,,3.21,0.27,-0.26,0.0,84.0,4.7,-4.6,0.0,0.0262,0.0014,-0.0015,0.0,,,,,,,,,10.0,120.0,-130.0,0.0,,,,,,,,,,,,,<a refstr=GILBERT_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..116G/abstract target=ref>Gilbert et al. 2020</a>,M2 V,3480.0,135.0,-135.0,0.0,0.42,0.031,-0.031,0.0,0.416,0.01,-0.01,0.0,-0.07,0.11,-0.11,0.0,[Fe/H],-1.63264,0.02003,-0.021,0.0,4.81,0.06,-0.06,0.0,1.5,,,-1.0,8.0,1.8,-1.8,0.0,,,,,54.0,0.8,-0.8,0.0,-4.4,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h28m22.97s,97.0957165,-65d34m43.01s,-65.5786149,-26.88106,275.46822,-86.96084,164.42173,191.6726911,0.0574856,-0.0574856,-102.75,0.0511051,-0.0511051,161.805,0.0598665,-0.0598665,31.1265,0.0206,-0.0206,32.098,0.0210999,-0.0210999,14.55,0.047,-0.047,13.151,0.069,-0.069,9.469,0.023,-0.023,8.893,0.027,-0.027,8.634,0.023,-0.023,,,,,,,,,,,,,,,,8.523,0.023,-0.023,8.392,0.02,-0.02,8.281,0.019,-0.019,8.234,0.115,-0.115,12.0665,0.000478,-0.000478,,,,10.9102,0.0074234,-0.0074234,,,,2020-07-17,2020-09,2020-07-23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18999999999999995,0.14,0.32999999999999996
TOI-700 e,TOI-700,e,,,TIC 150428135,Gaia DR2 5284517766615492736,0,1,4,0,0,Transit,2023,<a refstr=GILBERT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230103617G/abstract target=ref>Gilbert et al. 2023</a>,2023-01,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,TESS Project Candidate,0.0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,27.80968975735,0.00015413604,-0.00015413604,0.0,,,,,0.94918578,0.31348795,-0.31348795,0.0,0.08468083,0.02796757,-0.02796757,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3108,,,0.0,272.9,,,0.0,,,,,2458352.99952,0.0056658,-0.0056658,0.0,BJD,0.0,,,,,0.04068233,0.00530958,-0.00530958,0.0,2.9558823,0.6858168,-0.6858168,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3482.0,,,0.0,0.419457,0.012573,-0.012573,0.0,,,,,,,,,,,,,,4.438,,,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h28m22.97s,97.0957165,-65d34m43.01s,-65.5786149,-26.88106,275.46822,-86.96084,164.42173,191.6726911,0.0574856,-0.0574856,-102.75,0.0511051,-0.0511051,161.805,0.0598665,-0.0598665,31.1265,0.0206,-0.0206,32.098,0.0210999,-0.0210999,14.55,0.047,-0.047,13.151,0.069,-0.069,9.469,0.023,-0.023,8.893,0.027,-0.027,8.634,0.023,-0.023,,,,,,,,,,,,,,,,8.523,0.023,-0.023,8.392,0.02,-0.02,8.281,0.019,-0.019,8.234,0.115,-0.115,12.0665,0.000478,-0.000478,,,,10.9102,0.0074234,-0.0074234,,,,2024-02-16,2017-07,2024-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05081422000000002,0.31079999999999997,0.36161422
TRAPPIST-1 e,TRAPPIST-1,e,,,TIC 278892590,Gaia DR2 2635476908753563008,1,1,7,0,0,Transit,2017,<a refstr=GILLON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.533..221G/abstract target=ref>Gillon et al. 2016</a>,2016-05,Multiple Locales,Multiple Observatories,Multiple Telescopes,Multiple Instruments,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,6.101013,3.5e-05,-3.5e-05,0.0,0.02925,0.0025,-0.0025,0.0,0.92,0.013,-0.012,0.0,0.08207704,0.00115978,-0.00107057,0.0,0.692,0.022,-0.022,0.0,0.00217728,6.922e-05,-6.922e-05,0.0,,,,,,,,,,,,,,,,,0.692,0.022,-0.022,0.0,0.00217728,6.922e-05,-6.922e-05,0.0,Mass,4.901605,0.165408,-0.181949,0.0,,,,,0.646,0.025,-0.025,0.0,,,,,89.793,0.048,-0.048,0.0,,,,,,1.0,0.191,0.041,-0.041,0.0,0.5012,0.0078,-0.0078,0.0,0.9293,0.0043,-0.0043,0.0,52.855,0.239,-0.392,0.0,0.07079,0.00055,-0.00055,0.0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,,2566.0,26.0,-26.0,0.0,0.1192,0.0013,-0.0013,0.0,0.0898,0.0023,-0.0023,0.0,,,,,,-3.25727,0.01467,-0.01518,0.0,5.2396,0.0056,-0.0073,0.0,,,,,75.05,1.02,-1.66,0.0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h06m30.33s,346.6263919,-05d02m36.46s,-5.0434618,-56.64891,69.71519,0.62982,345.73298,1026.5792712,8.0,-8.0,901.0,8.0,-8.0,-492.0,8.0,-8.0,,,,,,,,,,17.02,0.2,-0.2,11.354,0.022,-0.022,10.718,0.021,-0.021,10.296,0.023,-0.023,23.3056,0.803622,-0.803622,19.6235,0.0155229,-0.0155229,17.9963,0.007352,-0.007352,15.0923,0.004339,-0.004339,13.4342,0.0040633,-0.0040633,,,,,,,,,,,,,15.6451,0.001448,-0.001448,,,,13.8529,0.0112926,-0.0112926,12.917,,,2022-11-14,2021-02,2022-11-14,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.07999999999999996,0.354,0.43399999999999994
LP 890-9 c,LP 890-9,c,,,TIC 44898913,Gaia DR2 4886243456388510720,1,1,2,0,0,Transit,2022,<a refstr=DELREZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220902831D/abstract target=ref>Delrez et al. 2022</a>,2022-09,Ground,SPECULOOS Southern Observatory,Multiple Telescopes,Multiple Instruments,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=DELREZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220902831D/abstract target=ref>Delrez et al. 2022</a>,8.457463,2.4e-05,-2.4e-05,0.0,0.03984,0.00022,-0.00022,0.0,1.367,0.055,-0.039,0.0,0.12195578,0.00490678,-0.00347935,0.0,25.3,,,1.0,0.0796027,,,1.0,,,,,,,,,,,,,,,,,25.3,,,1.0,0.0796027,,,1.0,Mass,,,,,,,,,0.906,0.026,-0.026,0.0,272.0,2.0,-2.0,0.0,89.287,0.026,-0.047,0.0,2459520.70598,0.00031,-0.00031,0.0,BJD-TDB,0.0,0.697,0.024,-0.019,0.0,0.6659,0.0282,-0.0273,0.0,0.9593,0.0165,-0.0152,0.0,55.94,0.82,-1.74,0.0,,,,,,,,,,,,,,,,,33.0,,,1.0,,,,,,,,,<a refstr=DELREZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220902831D/abstract target=ref>Delrez et al. 2022</a>,M6 V,2850.0,75.0,-75.0,0.0,0.1556,0.0086,-0.0086,0.0,0.118,0.002,-0.002,0.0,-0.028,0.089,-0.089,0.0,[Fe/H],-2.84134,0.0113,-0.01161,0.0,5.126,0.05,-0.047,0.0,7.2,2.2,-3.1,0.0,44.2,8.3,-6.7,0.0,,,,,,,,,27.94,0.6,-0.6,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h16m31.42s,64.1309096,-28d18m56.85s,-28.3157909,-44.9483,226.91411,-48.61474,54.47527,332.9022204,0.1081907,-0.1081907,218.534,0.0955784,-0.0955784,-251.131,0.116839,-0.116839,32.4298,0.0702,-0.0699,30.8071,0.0661161,-0.0661161,,,,18.0,0.2,-0.2,12.258,0.023,-0.023,11.692,0.025,-0.025,11.344,0.023,-0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8213,0.000763,-0.000763,,,,14.2683,0.0075572,-0.0075572,,,,2022-09-14,2022-09,2022-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.367,0.09399999999999997,0.46099999999999997
K2-72 e,K2-72,e,,,TIC 38337202,Gaia DR2 2615653023342995584,1,1,4,0,0,Transit,2016,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,2016-09,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,24.158868,0.003726,-0.00385,0.0,0.106,0.009,-0.013,0.0,1.29,0.14,-0.13,0.0,0.11508609,0.01248996,-0.01159782,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.198676,-0.086832,0.0,1.2,0.2,-0.2,0.0,,,,,89.68,0.22,-0.32,0.0,2456987.054,0.005,-0.005,0.0,BJD,0.0,,,,,,,,,,,,,64.53,9.14,-10.88,0.0,0.035758,0.00201,-0.001775,0.0,,,,,,,,,11.39,117.9131,-135.8512,0.0,,,,,,,,,,,,,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,,3360.47,87.24,-86.34,0.0,0.330989,0.030366,-0.029936,0.0,0.271365,0.079196,-0.090624,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h18m29.46s,334.6227504,-09d36m43.23s,-9.6120084,-49.94032,51.46106,0.85302,332.98522,209.4886222,0.0831936,-0.0831936,195.855,0.0837526,-0.0837526,74.3391,0.0792044,-0.0792044,66.4321,0.2003,-0.1991,15.0242,0.044918,-0.044918,16.783,0.111,-0.111,15.37,0.126,-0.126,11.685,0.023,-0.023,11.122,0.022,-0.022,10.962,0.021,-0.021,18.6937,0.0201156,-0.0201156,16.0698,0.0034781,-0.0034781,14.668,0.0033148,-0.0033148,13.5659,0.0033885,-0.0033885,12.9741,0.0033033,-0.0033033,10.799,0.024,-0.024,10.627,0.02,-0.02,10.555,0.091,-0.091,8.517,,,14.2789,0.000527,-0.000527,,,,13.1201,0.007313,-0.007313,14.407,,,2017-12-12,2017-11,2017-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29000000000000004,0.19999999999999996,0.49
K2-72 c,K2-72,c,,,TIC 38337202,Gaia DR2 2615653023342995584,0,1,4,0,0,Transit,2016,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,2016-09,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,15.1871,0.0032,-0.0032,0.0,0.0722,0.0091,-0.0091,0.0,0.86,0.22,-0.22,0.0,0.07672406,0.01962709,-0.01962709,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41,0.85,-0.85,0.0,,,,,,,,,2456989.468,0.006,-0.006,0.0,BJD-TDB,0.0,,,,,,,,,2.15,0.24,-0.24,0.0,,,,,0.0334,0.0031,-0.0031,0.0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,3497.0,150.0,-150.0,0.0,0.232,0.056,-0.056,0.0,0.217,0.081,-0.081,0.0,,,,,,,,,,5.048,0.075,-0.075,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h18m29.46s,334.6227504,-09d36m43.23s,-9.6120084,-49.94032,51.46106,0.85302,332.98522,209.4886222,0.0831936,-0.0831936,195.855,0.0837526,-0.0837526,74.3391,0.0792044,-0.0792044,66.4321,0.2003,-0.1991,15.0242,0.044918,-0.044918,16.783,0.111,-0.111,15.37,0.126,-0.126,11.685,0.023,-0.023,11.122,0.022,-0.022,10.962,0.021,-0.021,18.6937,0.0201156,-0.0201156,16.0698,0.0034781,-0.0034781,14.668,0.0033148,-0.0033148,13.5659,0.0033885,-0.0033885,12.9741,0.0033033,-0.0033033,10.799,0.024,-0.024,10.627,0.02,-0.02,10.555,0.091,-0.091,8.517,,,14.2789,0.000527,-0.000527,,,,13.1201,0.007313,-0.007313,14.407,,,2017-12-12,2016-09,2016-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.4099999999999999,0.5499999999999999
